:@computed_region_rxqg_mtj9,filed_date,record_id,zipcode,street_number,:@computed_region_ajp5_b2md,existing_use,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv,:@computed_region_uruc_drv6,block,:@computed_region_jx4q_fizf,permit_type_definition,:@computed_region_qgnn_b9vv,neighborhoods_analysis_boundaries,supervisor_district,plansets,estimated_cost,description,proposed_use,revised_cost,permit_creation_date,street_name,street_suffix,permit_number,status_date,status,number_of_existing_stories,:@computed_region_26cr_cadq,lot,number_of_proposed_stories,:@computed_region_6qbp_sg9q,permit_type,location_latitude,location_human_address,location_needs_recoding,location_longitude,existing_units,proposed_construction_type,permit_expiration_date,issued_date,existing_construction_type,existing_construction_type_description,proposed_construction_type_description,proposed_units,fire_only_permit,street_number_suffix,unit,structural_notification,site_permit,unit_suffix,completed_date
"1","2020-09-11T00:00:00.000","1598564238833","94115","3147","30","1 family dwelling","13","29490","11","1023","9","otc alterations permit","8","Pacific Heights","2","0","18000","reroofing","1 family dwelling","18000","2020-09-11T00:00:00.000","Sacramento","St","202009113953","2020-09-11T00:00:00.000","issued","3","6","037","3","102","8","37.78819539282391","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.44462075792892","5","5","2021-03-11T00:00:00.000Z","2020-09-11T00:00:00.000","5","wood frame (5)","wood frame (5)","5",,,,,,,
"4","2020-09-11T00:00:00.000","1598573144338","94131","121","38","1 family dwelling","1","63","5","2793","8","otc alterations permit","7","Twin Peaks","7","0","3880","reroofing","1 family dwelling","13880","2020-09-11T00:00:00.000","Starview","Wy","202009113961","2020-09-11T00:00:00.000","issued","2","8","006","2","48","8","37.75155708202046","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.4518434178722","1","5","2021-01-11T00:00:00.000Z","2020-09-11T00:00:00.000","5","wood frame (5)","wood frame (5)","1",,,,,,,
"11","2020-09-11T00:00:00.000","1598541240841","94117","254","3","apartments","15","29492","10","1238","8","otc alterations permit","4","Haight Ashbury","5","0","16000","replace in kind 36 windows around building. no change on opening. wood clad windows","apartments","30000","2020-09-11T00:00:00.000","Divisadero","St","202009113930","2020-09-11T00:00:00.000","filed","3","11","021","3","26","8","37.7715247076766","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.43688341016399","10","5",,,"5","wood frame (5)","wood frame (5)","10",,,,,,,
"5","2020-09-11T00:00:00.000","1598562143649","94114","4239","22","2 family dwelling","2","28862","1","2767","7","otc alterations permit","3","Noe Valley","8","0","8800","remove weather damaged siding from back of home; install new hames hardie lap siding to back of home. install james hardie lap siding over (e) siding on side of home","2 family dwelling","8800","2020-09-11T00:00:00.000","21st","St","202009113950","2020-09-11T00:00:00.000","issued","3","5","026","3","115","8","37.75522096643585","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.43846534336836","2","5","2021-03-11T00:00:00.000Z","2020-09-11T00:00:00.000","5","wood frame (5)","wood frame (5)","2",,,,,,,
"5","2020-09-11T00:00:00.000","159856594204","94117","9","3","1 family dwelling","15","29492","1","1260","8","otc alterations permit","7","Haight Ashbury","8","0","6400","reroofing","1 family dwelling","6400","2020-09-11T00:00:00.000","Scott","St","202009113952","2020-09-11T00:00:00.000","issued","3","5","014","3","28","8","37.76931520564183","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.43526470127713","1","5","2021-03-11T00:00:00.000Z","2020-09-11T00:00:00.000","5","wood frame (5)","wood frame (5)","1",,,,,,,
"3","2020-09-11T00:00:00.000","1598528130387","94116","2215","35","1 family dwelling","1","29491","4","2308","5","otc alterations permit","10","Sunset/Parkside","4","2","80000","1st fl: add family room, bedroom, bath & foyer (695 sf). 2nd fl: infill (e) lightwell (84 sf). relocate (e) living, dining, kitchen & bedroom. add master bath. add 19'x7' rear deck. roof: add 6 & remain 2 skylights. add 16x30 lhr fr parapet on north side.","1 family dwelling","0","2020-09-11T00:00:00.000","41st","Av","202009113917","2020-09-11T00:00:00.000","filed","2","7","001C","2","39","8","37.745381393056086","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.49978424932198","1","5",,,"5","wood frame (5)","wood frame (5)","1",,,,,,,
"8","2020-09-11T00:00:00.000","1598576514438","94107","1101","26","vacant lot","10","28856","6","4175","3","otc alterations permit","2","Potrero Hill","10","0","1","to obtain final inspection for work approved under permit application #201605167473; all work is complete","warehouse,no frnitur","1","2020-09-11T00:00:00.000","Illinois","St","202009113963","2020-09-11T00:00:00.000","filed",,"9","018","1","56","8","37.75678165852374","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.38611296222608",,"2",,,,,"constr type 2","0",,,,,,,
"5","2020-09-11T00:00:00.000","1598579412830","94110","248","20","1 family dwelling","2","28859","1","6513","7","otc alterations permit","3","Mission","8","0","20000","master bathroom (~6'x5') remodeling in kind with change of bathtub to shower. same layout.","1 family dwelling","20000","2020-09-11T00:00:00.000","San Jose","Av","202009113966","2020-09-11T00:00:00.000","filed","3","5","008","3","53","8","37.751213151204645","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.4219304167855","1","5",,,"5","wood frame (5)","wood frame (5)","1",,,"0",,,,
"5","2020-09-11T00:00:00.000","1598577370914","94114","518","5","office","2","28862","1","2695","7","additions alterations or repairs","3","Castro/Upper Market","8","2","150000","1st fl: tenant improvement to existing vacant retail space for new pharmacy. new non-bearing non-rated partitions, new ada restroom to server pharmacy staff, new consult room, new lighting, new sales counter, new suspended ceiling, new outlets.","clinics-medic/dental",,"2020-09-11T00:00:00.000","Castro","St","202009113965","2020-09-11T00:00:00.000","filed","2","5","002","2","38","3","37.76050235341671","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.43532785585148","2","5",,,"5","wood frame (5)","wood frame (5)","2",,,,,,,
"1","2020-09-11T00:00:00.000","1598549239076","94115","2300","30","office","15","29490","11","1051","9","otc alterations permit","4","Pacific Heights","2","0","20000","repair existing front door","office","20000","2020-09-11T00:00:00.000","Sutter","St","202009113939","2020-09-11T00:00:00.000","filed","3","6","036","3","103","8","37.78572976316935","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.43862164587871","0","5",,,"5","wood frame (5)","wood frame (5)","0",,,,,,,
"5","2020-09-11T00:00:00.000","1598559144677","94114","4135","22","1 family dwelling","2","28862","1","2804","7","otc alterations permit","3","Noe Valley","8","0","5340","perform repairs as per lingruen associates termite report 85512 item # 2a, 5b","1 family dwelling","5340","2020-09-11T00:00:00.000","23rd","St","202009113947","2020-09-11T00:00:00.000","issued","3","5","042","3","84","8","37.752602301264474","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.43501092129098","1","5","2021-03-11T00:00:00.000Z","2020-09-11T00:00:00.000","5","wood frame (5)","wood frame (5)","1",,,,,,,
"9","2020-09-11T00:00:00.000","1598596348598","94158","185","4","office","6","28856","3","3803","2","otc alterations permit","1","Mission Bay","6","2","10500","suite 3800: fire alarm - 11 ceiling strobes & 33 ceiling horn strobes to be added to existing facu.","office","0","2020-09-11T00:00:00.000","Berry","St","202009113984","2020-09-11T00:00:00.000","filed","6","10","005","6","34","8","37.776327411007884","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.39180801344044","0","1",,,"1","constr type 1","constr type 1","0","Y",,,,,,
"9","2020-09-11T00:00:00.000","1598593167205","94107","274","8","office","6","28856","3","3774","2","additions alterations or repairs","1","Financial District/South Beach","6","2","24000","at&t modification: remove (4)(e)antennas; install (4)(n) antennas; remove (3)(3) rrus; install (6)(n) rrus; install other small equipment; install (n) batteries.","office",,"2020-09-11T00:00:00.000","Brannan","St","202009113982","2020-09-11T00:00:00.000","filed","6","10","073","6","31","3","37.78268500392278","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.3917448483687",,"1",,,"1","constr type 1","constr type 1",,,,,,,,
"4","2020-09-11T00:00:00.000","1598553141323","94131","61","14","1 family dwelling","1","63","5","2673","8","otc alterations permit","7","Inner Sunset","7","0","15000","kitchen remodel replace all plumbing fixtures (sink, dishwasher) install light fixtures, sheetrock, tile, paint, replace cabinets, stove and refrigerator","1 family dwelling","24000","2020-09-11T00:00:00.000","Christopher","Dr","202009113941","2020-09-11T00:00:00.000","issued","2","8","008","2","111","8","37.75654395824454","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.45637001950001","1","5","2021-03-11T00:00:00.000Z","2020-09-11T00:00:00.000","5","wood frame (5)","wood frame (5)","1",,,,,,,
"4","2020-09-11T00:00:00.000","1598575126664","94116","1990","14","1 family dwelling","1","29491","5","2122A","5","otc alterations permit","10","Inner Sunset","7","0","21930","reroofing: clean - preparation for installation of ib roof system cpa pvc single ply 50 mil gray","1 family dwelling","21930","2020-09-11T00:00:00.000","Funston","Av","202009113964","2020-09-11T00:00:00.000","filed","2","8","007C","2","44","8","37.75116523846948","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.46913017941871","1","5",,,"5","wood frame (5)","wood frame (5)","1",,,,,,,
"5","2020-09-11T00:00:00.000","1598548264390","94131","5024","22","apartments","2","63","1","7504A","4","otc alterations permit","9","Noe Valley","8","0","9992","replacing 1 streer visible patio door towards living room. in kind.","apartments","0","2020-09-11T00:00:00.000","Diamond Heights","Bl","202009113936","2020-09-11T00:00:00.000","filed","2","5","003","2","57","8","37.746492065832236","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.4442701414591","14","5",,,"5","wood frame (5)","wood frame (5)","14",,,,,,,
"1","2020-09-11T00:00:00.000","1598594236087","94115","2698","30","apartments","13","29490","11","0633","9","otc alterations permit","4","Pacific Heights","2","2","5000","install monitor modules and relays to monitor errcs and activate led's on a newly installed errcs annunciator","apartments","0","2020-09-11T00:00:00.000","California","St","202009113983","2020-09-11T00:00:00.000","filed","4","6","006","4","102","8","37.78856233609389","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.43856608505477","40","5",,,"5","wood frame (5)","wood frame (5)","40","Y",,,,,,
"5","2020-09-11T00:00:00.000","1598571164079","94114","355","22","1 family dwelling","2","28862","1","3652","7","otc alterations permit","3","Noe Valley","8","0","26250","reroofing","1 family dwelling","26250","2020-09-11T00:00:00.000","Elizabeth","St","202009113959","2020-09-11T00:00:00.000","issued","2","5","025A","2","84","8","37.7521690723282","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.42882828219875","1","5","2021-09-11T00:00:00.000Z","2020-09-11T00:00:00.000","5","wood frame (5)","wood frame (5)","1",,,,,,,
"11","2020-09-11T00:00:00.000","159858381580","94115","925","39","apartments","15","29490","10","0776","8","otc alterations permit","4","Western Addition","5","2","9500","new fire sprinkler system for adu. ref bpa# 201703302785.","apartments","0","2020-09-11T00:00:00.000","Pierce","St","202009113970","2020-09-11T00:00:00.000","filed","3","11","001","3","97","8","37.77888222395334","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.43535125745207","12","5",,,"5","wood frame (5)","wood frame (5)","12","Y",,,,,,
"7","2020-09-11T00:00:00.000","1598611157982","94103","1990","20","vacant lot","8","28853","7","3552","7","otc alterations permit","3","Mission","9","2","400000","ti of ground floor commercial for early care & education center. non-structural partitions & finishes, exterior courtyard improvements. mep/fire to be deferred. restrooms under base bldg scope pa #2017-0705-1030 s2/r2.","apartments","0","2020-09-11T00:00:00.000","Folsom","St","202009113999","2020-09-11T00:00:00.000","filed",,"2","012","8","53","8","37.76555236169007","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.41589887686015",,"1",,,,,"constr type 1","143",,,,,,,
"9","2020-09-11T00:00:00.000","1598587507760","94105","575","8","office","12","28855","3","3708","2","otc alterations permit","6","Financial District/South Beach","6","2","3800","fire only additions of 6 speakers/strobes for the ste 850 remodel on fl 8. ref pa#202006259174","office","0","2020-09-11T00:00:00.000","Market","St","202009113978","2020-09-11T00:00:00.000","filed","40","10","175","40","108","8","37.789564989858405","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.40034174136579",,"1",,,"1","constr type 1","constr type 1",,"Y",,,,,,
"9","2020-09-11T00:00:00.000","1598554483490","94158","235","4","apartments","6","310","3","8708","2","otc alterations permit","1","Mission Bay","6","0","500000","remove (e) green tile, stucco & sheathing on selected walls & replace in kind (8 areas) to waterproof walls. all exterior work","apartments","500000","2020-09-11T00:00:00.000","Berry","St","202009113942","2020-09-11T00:00:00.000","filed","7","10","111","7","34","8","37.77470306111682","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.39408939630118","98","1",,,"1","constr type 1","constr type 1","98",,,"101",,,,
"2","2020-09-11T00:00:00.000","1598581476206","94118","600","18","swimming pool","11","54","9","1140A","9","otc alterations permit","8","Lone Mountain/USF","1","2","80000","revision to pa# 201806121646 to replace an existing pool water draft line. existing draft line was to be reused but was found clogged during construction.","swimming pool","0","2020-09-11T00:00:00.000","Arguello","Bl","202009113968","2020-09-11T00:00:00.000","filed","1","4","001","1","12","8","37.77881447873062","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.45741953205727",,"5",,,"5","wood frame (5)","wood frame (5)",,"Y",,,,,,
"1","2020-09-11T00:00:00.000","159856157587","94109","1150","32","apartments","5","28858","11","0069","1","otc alterations permit","6","Russian Hill","2","0","207057","podium repairs, planter & drain repair, stucco cladding repairs, stair tread repairs, power repairs (to common area)","apartments","207057","2020-09-11T00:00:00.000","Lombard","St","202009113949","2020-09-11T00:00:00.000","filed","4","6","027","4","107","8","37.802355929418","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.42056670758694","16","5",,,"5","wood frame (5)","wood frame (5)","16",,,"27",,,,
"2","2020-09-11T00:00:00.000","1598602516511","94121","2224","29",,"11","55","9","1410","9","otc alterations permit","8","Outer Richmond","1","2","1","as built for orchard fire sprinkler system. overhead permit #201808016113","apartments","0","2020-09-11T00:00:00.000","Clement","St","202009113989","2020-09-11T00:00:00.000","filed",,"4","057","4","8","8","37.78233459059641","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.48341730013463",,"1",,,,,"constr type 1","12","Y",,"100",,,,
"7","2020-09-11T00:00:00.000","1598574194681","94134","1139","25","1 family dwelling","9","309","7","6038","3","additions alterations or repairs","2","Portola","9","2","40000","add (n) single story deck (204 sf) on the 2nd fl with staircase going down to the rear yard. replace (e) windows on 2nd fl to sliding doors per plan.","1 family dwelling",,"2020-09-11T00:00:00.000","Bacon","St","202009113962","2020-09-11T00:00:00.000","filed","2","2","037","2","92","3","37.724682019583604","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.41399697649219","1","5",,,"5","wood frame (5)","wood frame (5)","1",,,,"Y",,,
"11","2020-09-11T00:00:00.000","159858091956","94117","136","18","1 family dwelling","15","29492","10","1193","8","otc alterations permit","7","Lone Mountain/USF","5","0","6700","remove & replace surface wood (2'x6') of the deck. replace dryrot wood of deck beam. replace nail in handrail. in-kind & less than 50% of deck. rear of building non-visible from street.","1 family dwelling","6700","2020-09-11T00:00:00.000","Shrader","St","202009113967","2020-09-11T00:00:00.000","filed","2","11","044","2","24","8","37.773637094542714","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.45241686107384","1","5",,,"5","wood frame (5)","wood frame (5)","1",,,,,,,
"8","2020-09-11T00:00:00.000","1598557176923","94124","1038","1","1 family dwelling","10","58","6","4969","3","otc alterations permit","2","Bayview Hunters Point","10","0","4775","perform repairs as per lingruen associates termite report 86198 item #5a","1 family dwelling","4775","2020-09-11T00:00:00.000","Jamestown","Av","202009113945","2020-09-11T00:00:00.000","issued","2","9","014","2","88","8","37.719101994135826","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.39413713354719","1","5","2021-01-11T00:00:00.000Z","2020-09-11T00:00:00.000","5","wood frame (5)","wood frame (5)","1",,,,,,,
"10","2020-09-11T00:00:00.000","159859265186","94108","655","21","apartments","5","28857","2","0256","1","otc alterations permit","6","Nob Hill","3","2","1","this is an as-built fire plan revision to replace manurfacture cwsi(johnson controls) to notifirer (honeywell) please refer original approve fire plan #201910184911. upgrade the existing fire alarm system to comply with sffc 1103.7.6.1 & nfpa72.","apartments","0","2020-09-11T00:00:00.000","Stockton","St","202009113980","2020-09-11T00:00:00.000","filed","4","3","001","4","16","8","37.79200180318845","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.40780622477293","33","5",,,"5","wood frame (5)","wood frame (5)","33","Y",,,,,,
"1","2020-09-11T00:00:00.000","1598606235916","94109","1935","30","apartments","13","28858","11","0617","6","otc alterations permit","4","Pacific Heights","2","2","65000","unit# 601: renovation, new bedrooms & bathrooms. new kitchen cabinets & plumbing fixtures. new washer, dryer & dishwasher. new lighting at (e) j-box locations. no change to mechanical, .no exterior work. no fire alarm & sprinkler work. no structural work.","apartments","0","2020-09-11T00:00:00.000","Franklin","St","202009113994","2020-09-11T00:00:00.000","filed","7","6","003","7","102","8","37.792389711914375","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.42478442324688","42","3",,,"3","constr type 3","constr type 3","42",,,,,,,
"3","2020-09-11T00:00:00.000","1598610365432","94122","2216","35","office","1","56","4","1727","5","sign - erect","10","Sunset/Parkside","4","2","1200","replace 1 non-illuminated sign \"vip express\"",,,"2020-09-11T00:00:00.000","Irving","St","202009113998","2020-09-11T00:00:00.000","filed","2","7","020",,"39","4","37.76360615120659","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.48179848261623","1",,,,"5","wood frame (5)",,,,,,,,,
"2","2020-09-11T00:00:00.000","159854689695","94118","166","18","1 family dwelling","15","54","9","1108","9","otc alterations permit","7","Lone Mountain/USF","1","0","18500","replace 6 windows total not visible from the street in 2 rear bedrooms, 2 bathrooms and 2 landing windows to marvin wood-alum clad. same size and location. u factor max 0.30","1 family dwelling","18500","2020-09-11T00:00:00.000","Ewing","Tr","202009113933","2020-09-11T00:00:00.000","issued","2","4","008A","2","12","8","37.78066370689999","{\"address\": \"\", \"city\": \"\", \"state\": \"\", \"zip\": \"\"}",false,"-122.44861242786241","1","5","2021-03-11T00:00:00.000Z","2020-09-11T00:00:00.000","5","wood frame (5)","wood frame (5)","1",,,,,,,
